"","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"ADSS",2.08501170259731,1.70472757369166,0,0,0,10.4364260826242,0,0,0,0.230349681993833,0,4.9581698322742,0.367142864766841,0.631212418263554,4.28239478461621,12.7256629077773,0,0,41.9519066108817,0,0,0,0,0,0,1.77745521626485,0.335027694354095,10.535040337896,12.9527570333779,42.2125879594303,1.46932612391191,0,1.72859936104555,0.577288029756168,0,1.90908251303279,2.30112027596846,2.75702067457271,0,3.34564554617996,1.83101216653387,1.83515939155775,0,6.11043323662127,0,0,1.34121116781582,8.70110267508003,0.311206516406526,0,2.28820842348154,6.03231369289141,6.51172463586989,18.1373973026298,0,0,0,0,0.810267632355083,4.70940083310431,0,0.662176211393769,0,19.4074027962085,0,1.75713759305985,1.04262439700124,0,9.72454998234897,1.38996990786872,0,13.8779080333606,0,0,0,0,224.807225793143,0,0,1.93451912004219,0,3.34263950913793,0,0,0,0,0,0
"MRI1",0,0,0.350451704772037,0,0,0,0,1.17726711885779,0,0.97738649790439,2.66007071276616,0,0,0.669567339512208,0,0.346126248070332,0,0,0,2.86073167281637,0,0,1.48238846604054,0,0,0.314243384588491,0,0,2.24323541592797,0,0,0.357654134969354,0,0.408244196968772,2.54847983381791,0,0,2.50675540500584,0,0.322630907309968,0,0,0,0,0,0,0,0,0,0,1.94179909270447,1.42196900708204,0,0,1.58074735711688,0,1.40735507631625,0.464211506230119,0,0,0,0,0,0,0,0.828403602900902,0,0,0,0,0,0,0,1.32226533357272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAT2B",14.5861802575064,16.8275269903952,21.8587194891075,0,0,0,2.70517041276922,16.5808923769111,0,0,13.281253502435,40.083999182112,0.522393068983209,25.1475615408179,0.830897761960537,29.9459321598502,0,40.6685059838391,0,0,14.5635195660118,2.18302407912353,0,23.090853448575,0,0,0,55.8176258065288,0,49.1704372593759,2.29971066457876,0,42.1198913395224,2.19040084568069,27.1336692417205,8.48861887829689,1.14596057678833,52.9585523793045,11.3062311899401,0.216381217865952,3.64738476363998,0,0,1.44904898411628,25.3381602543097,0.210022815536634,0.318059392018423,0,58.6714571363818,0,8.13950328011189,107.885310112322,0,5.53006835225867,24.9140262673403,2.88624348218595,0,0.934008324586431,0,0,0.174481408016666,1.41327653268168,0,8.97455853349219,0,10.8340336904129,0,0,51.5031894207154,1.58218658870459,0,0,0,0,0,0,0,13.535726555367,0,9.97799659073189,0,0,0,0.670122264031563,0,0,0,0.833071187583015
"H6PD",0,0,0,0,0.392073448888216,0,1.99402684075382,0.145500667409524,0,10.9623317280245,1.86299126841943,0.177279560378005,0.144399285724197,0.372388916214063,0.153117196559119,0.898346335513086,0,0,0,0.318206908955693,0.182983235128056,0.219428720674207,0.659560288205487,0.269693531236841,0,0,0.39530464354751,0,0.103967138684785,1.20432210537452,0,0,0.679867531122516,0,0,0.187713134126655,0.543025872655318,3.25305368296864,0.538837120866874,2.15322642226569,0.288058817831269,0,0.364863639273109,0.20027221905244,0,0.464434102976194,1.75835215864278,0.236013173122933,0.122399215657797,0,0,0,0,0,0.195367552344024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980527624252188,0,0,0,0,0,0,0.130991300727427,0.101129100051164,0,0.0926172091662549,0,0,0,0
"SLC2A3",296.611957056583,733.627393922075,453.669205801886,825.653493152181,461.63564346383,1080.70625478608,544.955410832901,337.566580317708,967.523695205524,480.160041164353,700.880044089222,543.563655935401,1125.88284851371,1070.59806054502,722.52417653835,708.521272776707,493.551765406906,806.016608490002,520.096744307393,504.206674541271,658.114446313508,367.947227924654,273.333659586918,689.506215013789,341.126367499528,527.936233250633,558.568028662675,2178.91545034954,559.670300010537,364.913578535256,492.739410275222,1091.9569230006,601.911264116234,570.633517504087,1309.72746756126,1101.67823506226,615.400711870916,1471.78899321204,344.129783912852,513.966593289164,1214.32976608543,627.364687429971,1068.84187646948,937.157314160069,1102.06962470131,529.965687039485,564.415369351753,1987.35599433043,402.337728466604,181.021674140562,64.8313088214005,572.400359939948,563.017778404493,197.564228407106,59.5771590376403,89.7504255021389,48.5671176068454,36.4676238308786,151.118399729443,546.304769868798,137.66095825066,136.76825505219,54.5374367401514,701.194284154839,2000.77783832677,309.236245663886,1548.08088371483,423.926945517333,104.350363301691,53.94301920482,125.618462514032,42.0025352318641,573.870835283423,745.821024125674,157.686284103061,283.37260515804,105.165414490134,527.07624354443,126.582114632379,300.823376899985,145.90580561181,1571.49971412755,92.7683676435006,942.759369159221,0.854148272455497,9.27748959995404,140.997111516667,13.7076437704877
"ACAA1",0.358553940412878,0,0,0.185730750899244,0,0,3.48744238346306,0,0,0,0.143747136743907,0,0,10.2577791793776,0,0,0,0.213704698759084,0,0.139131560107703,0,0,0,8.25438307186893,0,0,0,3.00357968600759,3.81848798072963,3.04660177810792,0,0,0,5.26155875811821,0,0,0,0,0,0,11.1465506768443,0,0,0.262698755106642,0,0,0,2.78622418802557,0,0,0,0,0,0,0.128132631255182,0,21.7318122451491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9963790620845,0,0,0,0,0.124752798587016,0,0,0,0,0,0,0,0
"BCAT1",0.108190416160251,0,0,50.4383203524852,0,0,80.7643527824286,0,0,1.07574768686547,0,0,0,0,0,0,0,0,0,0,0,0,0.0870171471530551,196.621838275208,0,0,0,0,0,49.8456536484766,0,0,0,0,0,0,0,32.7404609126674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.337416794851,0,9.75381439138894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60434840190571,0.0776178172879375,118.326177637486,0,0,0,0,0,40.5434595673389,0,0,0,0,0,20.4160400426359,0
"CS",17.5112323063499,53.8121543414703,12.2970120212419,15.0492968228635,0,10.6848065619415,0,9.10920087468597,22.3198844652322,20.181611360665,19.3060802246121,12.9055200115853,4.83548142321314,1.80726704573117,30.0957087679193,6.166042852222,42.604905643996,20.6368238482097,8.4456102995123,4.47850626642218,8.39206219006581,11.6609296075065,1.92057527221598,9.81651595071305,30.3831508730956,5.08915247018662,23.2136199356069,11.5891679620967,6.81169891996872,17.4090976239928,5.55314388686709,0,46.0282106338758,8.70512836872868,5.84693405172094,1.09320470052768,4.61194537034541,10.8258002870355,15.2196994048489,10.2758095164217,29.9870714201619,8.2318450870609,4.95808765420234,25.3680333926177,0,4.90240229386879,6.14418012022843,11.1677695356237,1.42565834320065,0.145732765392577,51.8880747246391,0,0.828629335107051,0,0,5.03349382037267,0,0.125297951072422,7.5784450625051,2.99640102991433,0.140440908389547,0,11.1943358324069,2.77833249964466,0,39.1298421613922,0,0,0,0,0,10.6408390841149,5.26371477518012,22.5560868749365,14.527536237559,18.2339489142539,11.7029236567786,25.6939712849697,0,7.20050860847945,0,86.2820781262202,0,7.68623014345575,0,0,0,0
"OAT",102.276347366603,14.295710584398,81.8641942141396,61.9387933372239,301.486834260872,90.6844439824032,23.7723548184438,30.4226950384408,66.3985225691531,0,1.20598247190343,89.2542411918121,29.0006018840533,49.8594465616458,28.2239554520501,28.9520099448488,127.782931011778,89.6449580508884,73.0563571449588,114.975068846925,31.46374584247,0.301844023819995,9.98013221812231,132.566310989474,62.7353138888657,110.589926892724,52.5651332608637,20.0990933781355,2.57429141001415,106.735839543606,82.6743145376552,162.35048620191,125.786981574123,82.4547240423161,68.8901939493446,58.8733323625086,78.1840252819928,38.3560213091803,0,71.7451908543648,3.96250921045641,92.3370089490726,17.7339021082474,84.8516978994453,146.99583877573,73.4701714125925,44.0216541568639,106.162981588546,96.9817974244808,23.1317643977673,0,37.7132370426104,36.5350206842654,0,1.07498285442659,2.1949251274652,0,1.89411448114674,75.1085569691981,0,42.1951973394543,14.6884677729858,9.93268172052185,189.698769917296,56.4288727142026,14.5767736689906,16.6405992713243,0,102.009706497743,0,2.24102185576734,6.6175068642457,0,0,6.86284585248324,86.2581205153548,151.94434793006,5.48993301375884,0,254.33045216354,4.68494949322447,42.290112136862,100.998392677913,0,0,0,1.56290712167613,0
"GSTO2",10.401100108179,10.3938379402313,18.1900012762959,14.2343403487787,0.644633008759435,11.3356546652902,0.624477511765158,0.546804443473108,1.55707821897222,3.57498248522876,4.32432420678285,5.99609113619613,9.63231001902046,0.233245108895695,2.15785513929173,7.596147136363,1.75486303027661,9.26060156814978,0.121109648752876,19.9308308865102,3.35237791807862,16.3895737203549,0.309835774940195,12.7536143568675,3.89526795237792,19.5946476713709,20.7982599153669,0.512223644140374,5.4700485013738,3.96020584665714,1.19447727593734,0.747537157819225,11.9765747988981,6.18625134517662,15.3139979611822,5.46718050791565,7.99289639733731,0.291077736777213,26.8312209042241,19.7804843419748,8.52508634126255,4.18178090564923,7.08448163367967,18.0633792927758,2.44413440073142,16.3629810774157,7.7644513871922,10.2000225972409,0,18.4320439625524,0.084553694995296,1.11452787008063,10.8724921951643,26.0425101085892,0.0917760787923921,8.66160734819093,13.6045742605618,13.9878282953792,1.69665354243972,7.15421326035609,0.453131083313114,24.835712738979,0,24.7413575592789,0.253557075575624,0.505008062730033,0,0,0.0998168873973595,0,3.29080766087702,13.1245962397778,0,0,18.2083342759301,5.92430505069197,0.73082627516116,0,0,8.48874828567048,0,21.9480115819235,3.03390700117157,0,0,0,19.0007664635922,0
"PFKP",25.5526030971536,27.7843098905713,43.8282032767015,21.5600526375749,123.366384975075,31.1664532574946,2.56221728462454,34.4942187083693,43.9220179680152,76.6581449770768,5.70298038667485,40.319662595004,18.9256225128197,69.6217116499245,98.2753090528275,37.5980710558979,0,2.98316027690849,38.2620841796322,3.06659077582301,66.1285179369034,63.651140066862,29.0268582213874,48.1692946302103,22.9078162984323,51.426748636179,8.63506863835232,117.271633235,19.2372744353525,6.96370120607684,31.4104007198847,42.9397956981569,36.6909154699345,44.6374002363076,46.2141206589114,22.7935214560085,42.9121816624957,49.2642749569386,92.2245805127567,62.7136842556666,107.71076731907,73.5001069215562,2.34415080070626,115.416556820213,15.813745514028,42.7438555781457,11.5228787428477,68.916798217917,13.683047802003,10.4179038168604,7.11189940653052,35.3128184190498,9.14130997269668,51.4617305033602,0,15.3771843090408,33.4412709945519,1.16110471037211,0,24.7918726653117,3.16061741597766,32.3772126587131,35.6951850716404,1.4712063410029,36.2384758118435,106.70989536921,3.75428865533109,0,0.819092919660218,6.74359594011146,40.6633323048179,34.4140250876474,9.75550512551372,5.10269738653175,1.6642957922466,0,13.9932981337516,0.120191616590512,19.8264252503361,2.38304673860036,15.40098526859,38.7887187704306,11.4653116707132,0,0,0,0,0
"PKM",113.407754132417,171.805601337571,70.9372147975108,185.859512084852,213.084200138754,92.7946510288947,94.6917305615563,165.194847350932,144.974943591872,192.912900145004,186.750557677209,164.451829808392,199.748335564488,258.238787749537,206.14633901994,137.332040172415,256.345993556157,217.307808351077,142.708708917544,227.817175428485,231.331767472379,119.434161737819,138.673108501176,146.841976190923,204.098497479194,249.363839678828,141.865524702729,133.996055864516,221.154588796617,123.67362490647,80.5688548486139,169.30648215997,143.620469173659,158.521636071553,85.9329202907533,158.003473498143,178.147142064843,165.261600995331,176.499503213669,120.464531198713,166.657099546704,156.202446804421,129.486065727441,262.227485002976,61.5874356396146,121.217788556979,73.046638429716,129.359340623748,127.119746836395,91.6544324028049,126.2543225274,31.1051365301363,48.8958015710036,11.3041539546427,102.619661819805,98.3307335911686,126.121083268954,62.8922912633899,42.5124388285557,132.049306290652,42.1700249206595,57.495066172771,114.443042220769,64.0557507785301,184.510090710456,36.5761792384779,68.0077947158441,0,138.762138744944,99.4037198543521,77.1571457616722,71.8341853335039,80.5429689062258,209.640100802672,62.7071806120646,154.863621908616,26.5060312967038,130.74828564923,36.8608577047568,110.66945792002,39.4596507058985,109.098512057436,82.1261591638976,120.463057745869,68.7432401733732,0.238095481632902,80.3134771521448,61.4380362189718
"IDH3G",18.2862509610568,0,2.22885736417402,0,53.4659681741666,72.1152956714086,9.12100315674955,4.99157792022148,30.5600956683937,19.5808251210643,0,0,85.2052512567027,52.3785500954298,62.5091797225537,0.88053906023634,10.6796688279807,0.838379972054867,18.5735041080772,64.0433273603458,18.204643100563,71.1374263749373,0.754234013785222,1.23362208546613,48.8336424441265,0,1.80818774751875,11.9703102504625,37.4505551956175,41.9059640589887,0,20.9269134195392,34.4024356089423,0,77.3942466131702,27.0468579956464,3.10486085082825,0,0,74.6898268865334,3.95288368200996,30.1264682891609,21.6962933439531,14.4282239343186,2.05953320033321,46.2056378142775,17.4935006864398,44.5319592445112,0,0,0,0,0.976239419093732,0,90.1462342661456,26.457586016895,0,42.8092878178207,0,1.05905186198996,2.97825699653623,6.254238475078,0,13.9659013423433,66.6613403638481,60.5890187590973,0,0,1.82238376862202,0,0,0,16.3007717710957,3.70020161362536,109.604628155418,63.9956318083972,0.889526128803076,0,4.62808389246218,0,0,0,0,1.27093854492258,0,0,0,0
"ACSL4",48.4554769555755,36.045620818501,17.9361346392448,4.52621352292761,0,2.34950846380739,2.17299191535461,22.832558980485,51.7735182734377,0.526554596532747,32.3239021358609,31.6832427468209,15.1064837787899,29.0380343555748,21.5805023765195,82.606711583112,28.7678813574071,86.5226863474886,14.9839915856871,0.924709773460955,44.4010888048291,0,0,0.130621637030844,27.1086968199432,4.2323660839354,17.9971759291034,0.792170034842815,1.20851466834716,1.49989796381639,15.6180548724639,0.192681635300715,0.24696201315639,49.2657514603574,1.3729612323733,32.4569322930868,22.3554821260961,32.6366658497409,25.2103703625759,33.3721564781518,7.32461951949994,0.699162829768844,0.176715717415674,1.45497845190008,0.872291770117745,0,1.27744352850423,0.171463662250885,0,14.834618664445,30.0759404288568,5.93702539137731,0,23.8395801366039,0.141934602914937,71.3565273724096,0,27.3846436049379,9.41527199548131,0,123.337548253889,0,52.9439089220137,115.714105470158,10.5876185757156,0.781010910420056,0,0,0,0,0,4.97358469017557,0,16.5266058664994,0.13940477095877,0,0.376748634755722,27.3634435955072,32.832882451283,0,0,0,0,0.403718631319717,0,0,0,0
"ASNS",5.14724101126042,89.9553745590293,0,0,0,6.50612828944332,0,5.17521868815062,3.46751358258662,0,0,0,34.4417092289152,2.07768774442576,115.650088771054,9.66636212792783,3.64743652416369,13.9757596329212,0,0,58.0014344099292,38.3349363190253,141.906801810931,0.37617858655572,42.2159610169026,0,1.10277129293119,0.228137857396932,4.13299131177032,65.1535362610053,230.938488870901,0,29.8715938068355,0.950095585672778,0,80.5125017407146,0,0,103.944910009412,0,6.0269275892374,32.9714911020592,74.0486456164918,1.25706219110289,0,162.276403082259,2.20735359874873,0,0,0.628270144136888,0,0,0,34.1147082309781,38.6277172357288,0,0,7.56242744694886,194.251070448695,0,0,0,1.25895718926779,0,102.955498802231,0.642640370735245,0,0,6.2240030339703,0,0,0,0,0,0,0,1.62750336158785,0,262.145241984121,0,0,0,0,140.87726146494,133.200195486874,0,0.237716243691974,0
"SLC6A15",1.30571453736278,0.0889638322109329,1.24136770586829,11.7235635849473,0,0,0,13.2825655391731,0,68.7609933886136,0,0,0,0,0,0,12.4248539315733,0,7.66263685406307,2.81479576963141,0,10.7144487926884,0,10.4968862510893,0,0,17.9035503382611,72.8034122888504,0,26.7547423727316,0,0,0,0,0,1.394797729457,0.576420015831935,0,7.09247351835117,0,0,0,0,32.9511775238707,0,0,7.83923493645133,15.4074189022605,0,0,160.300921888748,0,0,2.16349255735405,58.0669476724314,0,0,0,0.112760169313052,0,0,0,0,24.3073244451317,0,17.9322351485484,0,0,0,5.10665541553026,0,0,42.6526086335221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
